user_id,soft_cluster,cluster_confidence,attraction_id,name,attraction_type,personal_score,cluster_score,collaborative_score,hybrid_score,recommendation_score
4.0,0.0,0.5846003201645695,166,Attraction_166_cafe_street,cafe_street,0.9888908507389456,0.9860471202094819,0.8621254423456661,0.9656957255997726,0.9656957255997726
4.0,0.0,0.5846003201645695,234,Attraction_234_cafe_street,cafe_street+cafe_street,0.9857779707586797,0.985488342033517,0.8530700955041823,0.9618819635799227,0.9618819635799227
4.0,0.0,0.5846003201645695,78,Attraction_078_temple,temple+cafe_street,0.9715350046148462,0.9725363366692721,0.8516337803502525,0.9501266453948645,0.9501266453948645
4.0,0.0,0.5846003201645695,282,Attraction_282_museum,museum,0.9768549798207183,0.9671464160919665,0.8324010214310811,0.9494931542317661,0.9494931542317661
4.0,0.0,0.5846003201645695,230,Attraction_230_cafe_street,cafe_street,0.9783412408239607,0.963975039336177,0.827211657836781,0.9491096941717478,0.9491096941717478
18.0,4.0,0.9972039619843396,239,Attraction_239_historic_area,historic_area,0.9530303506568106,0.950921154583489,0.8281693841116644,0.9214419832623841,0.9214419832623841
18.0,4.0,0.9972039619843396,105,Attraction_105_historic_area,historic_area,0.9392240772518453,0.9414536975065456,0.8357800486642235,0.9138481272399749,0.9138481272399749
18.0,4.0,0.9972039619843396,267,Attraction_267_temple,temple+nature_trail,0.9183441980313467,0.9548269859606034,0.8448031721377316,0.9072725730594856,0.9072725730594856
18.0,4.0,0.9972039619843396,238,Attraction_238_historic_area,historic_area,0.9269668939244936,0.9512502013131028,0.828594219459903,0.9072607762359338,0.9072607762359338
18.0,4.0,0.9972039619843396,212,Attraction_212_cafe_street,cafe_street+historic_area,0.928929151465417,0.9467565831259572,0.8107473172007633,0.9029891821081724,0.9029891821081724
32.0,1.0,0.9091784591914774,183,Attraction_183_museum,museum+nature_trail,0.9799136934839754,0.9561989585175608,0.8426841555779023,0.9428971171637589,0.9428971171637589
32.0,1.0,0.9091784591914774,212,Attraction_212_cafe_street,cafe_street+historic_area,0.9617757999947917,0.9508073072500827,0.7988214791915438,0.9210794495894167,0.9210794495894167
32.0,1.0,0.9091784591914774,282,Attraction_282_museum,museum,0.9510199053413004,0.9549502945112259,0.8126286245855576,0.9189690905519452,0.9189690905519452
32.0,1.0,0.9091784591914774,166,Attraction_166_cafe_street,cafe_street,0.9353139009117305,0.9736968209118291,0.8323804853186763,0.9181975340109315,0.9181975340109315
32.0,1.0,0.9091784591914774,230,Attraction_230_cafe_street,cafe_street,0.9292774442807314,0.9636341293631748,0.8540876282535776,0.9179724437043174,0.9179724437043174
36.0,0.0,0.845689259594551,166,Attraction_166_cafe_street,cafe_street,0.9727556294165061,0.9860471202094819,0.8621254423456661,0.9500364149040633,0.9500364149040633
36.0,0.0,0.845689259594551,234,Attraction_234_cafe_street,cafe_street+cafe_street,0.9745979062411179,0.985488342033517,0.8530700955041823,0.9489663490299917,0.9489663490299917
36.0,0.0,0.845689259594551,230,Attraction_230_cafe_street,cafe_street,0.9850285074933959,0.963975039336177,0.827211657836781,0.9453460201263999,0.9453460201263999
36.0,0.0,0.845689259594551,282,Attraction_282_museum,museum,0.973513123392836,0.9671464160919665,0.8324010214310811,0.9402953911538275,0.9402953911538275
36.0,0.0,0.845689259594551,46,Attraction_046_museum,museum,0.9709068237844759,0.948526326856231,0.8419888037698364,0.9375489211943351,0.9375489211943351
42.0,3.0,0.8622175409377542,197,Attraction_197_nature_trail,nature_trail+cafe_street,0.9161540142311739,0.9516829914549518,0.779377467307081,0.8912541256752186,0.8912541256752186
42.0,3.0,0.8622175409377542,79,Attraction_079_park,park,0.9013635768127917,0.9229445793841273,0.7791315686216589,0.8772418365117974,0.8772418365117974
42.0,3.0,0.8622175409377542,250,Attraction_250_shopping_mall,shopping_mall+museum,0.8778669075840391,0.9190542278905242,0.820773271848674,0.872318603497497,0.872318603497497
42.0,3.0,0.8622175409377542,232,Attraction_232_park,park,0.8621483888013083,0.9206102803107048,0.8051898136692337,0.8598069155478332,0.8598069155478332
42.0,3.0,0.8622175409377542,296,Attraction_296_nature_trail,nature_trail,0.8732087788051928,0.8779612802524502,0.793976747890663,0.855874759393796,0.855874759393796
43.0,4.0,0.9984349122834956,267,Attraction_267_temple,temple+nature_trail,0.9362726717720319,0.9548269859606034,0.8448031721377316,0.9171326612149668,0.9171326612149668
43.0,4.0,0.9984349122834956,234,Attraction_234_cafe_street,cafe_street+cafe_street,0.926432786681913,0.9639180704710125,0.8214567798220793,0.9077019904354423,0.9077019904354423
43.0,4.0,0.9984349122834956,166,Attraction_166_cafe_street,cafe_street,0.927718055486395,0.9662151992783398,0.7828318866172008,0.8992205111164189,0.8992205111164189
43.0,4.0,0.9984349122834956,238,Attraction_238_historic_area,historic_area,0.9066059905955145,0.9512502013131028,0.828594219459903,0.8960409985374719,0.8960409985374719
43.0,4.0,0.9984349122834956,78,Attraction_078_temple,temple+cafe_street,0.8952328730589443,0.9557577546562699,0.8418956446062957,0.8940046012168443,0.8940046012168443
47.0,1.0,0.615385142026678,234,Attraction_234_cafe_street,cafe_street+cafe_street,0.9189952935876251,0.9784154080048507,0.8388650233427535,0.9129312568873906,0.9129312568873906
47.0,1.0,0.615385142026678,230,Attraction_230_cafe_street,cafe_street,0.9064836209284415,0.9636341293631748,0.8540876282535776,0.905241650746705,0.905241650746705
47.0,1.0,0.615385142026678,250,Attraction_250_shopping_mall,shopping_mall+museum,0.9033111093311507,0.9374537009048018,0.7802714853445232,0.8855016944074531,0.8855016944074531
47.0,1.0,0.615385142026678,176,Attraction_176_cafe_street,cafe_street,0.8935242181215,0.9547379646904752,0.7975528567863954,0.8847799593619424,0.8847799593619424
47.0,1.0,0.615385142026678,91,Attraction_091_shopping_mall,shopping_mall,0.8993623447135027,0.8968794795622756,0.7739480401360916,0.8756598946269805,0.8756598946269805
58.0,4.0,0.9896356727871396,176,Attraction_176_cafe_street,cafe_street,0.9538122972578441,0.9614601117976334,0.8258354367819136,0.9235221188767253,0.9235221188767253
58.0,4.0,0.9896356727871396,234,Attraction_234_cafe_street,cafe_street+cafe_street,0.9539828540156747,0.9639180704710125,0.8214567798220793,0.9230167459965749,0.9230167459965749
58.0,4.0,0.9896356727871396,212,Attraction_212_cafe_street,cafe_street+historic_area,0.9584899657084809,0.9467565831259572,0.8107473172007633,0.9194326005859428,0.9194326005859428
58.0,4.0,0.9896356727871396,78,Attraction_078_temple,temple+cafe_street,0.9388681226911738,0.9557577546562699,0.8418956446062957,0.9181224264189228,0.9181224264189228
58.0,4.0,0.9896356727871396,250,Attraction_250_shopping_mall,shopping_mall+museum,0.9614552895575993,0.9430995845904623,0.7954567726109716,0.9165432164308746,0.9165432164308746
60.0,0.0,0.9657701975621168,212,Attraction_212_cafe_street,cafe_street+historic_area,0.9707942061380963,0.9735968002072147,0.8429196392810567,0.9399866354025457,0.9399866354025457
60.0,0.0,0.9657701975621168,239,Attraction_239_historic_area,historic_area,0.9652122077126252,0.968634147693228,0.8370674175705273,0.9344598735749081,0.9344598735749081
60.0,0.0,0.9657701975621168,176,Attraction_176_cafe_street,cafe_street,0.9616623108194943,0.974426471712288,0.8255678716691621,0.9307932833909455,0.9307932833909455
